"Database_Name","Table_Name","Column_Name","Column_Order","Column_Type_Full","Data_Type_Base","Is_Nullable","Column_Key_Type","Default_Value","Extra_Info","Column_Comment"
smap2_db,retire_member_t,mt_push1,26,"enum('Y','N')",enum,YES,MUL,'N',"",알림수신여부 동의
smap2_db,retire_member_t,mt_lat,27,"decimal(16,14)",decimal,YES,MUL,NULL,"",경도 앱시작시
smap2_db,retire_member_t,mt_long,28,"decimal(17,14)",decimal,YES,MUL,NULL,"",위도 앱시작시
smap2_db,retire_member_t,mt_sido,29,varchar(20),varchar,YES,MUL,NULL,"",접속위치 시도
smap2_db,retire_member_t,mt_gu,30,varchar(20),varchar,YES,MUL,NULL,"",접속위치 구군
smap2_db,retire_member_t,mt_dong,31,varchar(20),varchar,YES,MUL,NULL,"",접속위치 읍면동
smap2_db,retire_member_t,mt_onboarding,32,"enum('Y','N')",enum,NO,"",'N',"",온보딩
smap2_db,retire_member_t,mt_weather_pop,33,tinyint(2),tinyint,YES,MUL,NULL,"",강수확률 %
smap2_db,retire_member_t,mt_weather_sky,34,tinyint(1),tinyint,YES,MUL,NULL,"",하늘상태 1-8
smap2_db,retire_member_t,mt_weather_tmn,35,tinyint(2),tinyint,YES,MUL,NULL,"",최저기온 썹시
smap2_db,retire_member_t,mt_weather_tmx,36,tinyint(2),tinyint,YES,MUL,NULL,"",최고기온 썹시
smap2_db,retire_member_t,mt_weather_date,37,datetime,datetime,YES,MUL,NULL,"",날씨 등록일
smap2_db,retire_member_t,mt_wdate,38,datetime,datetime,YES,MUL,NULL,"",등록일시
smap2_db,retire_member_t,mt_ldate,39,datetime,datetime,YES,"",NULL,"",로그인일시
smap2_db,retire_member_t,mt_lgdate,40,datetime,datetime,YES,"",NULL,"",로그아웃일시
smap2_db,retire_member_t,mt_retire_chk,41,tinyint(1),tinyint,YES,"",NULL,"",회원탈퇴사유 1-4번 이유
smap2_db,retire_member_t,mt_retire_etc,42,varchar(100),varchar,YES,"",NULL,"",회원탈퇴사유 4번 기타이유 입력
smap2_db,retire_member_t,mt_retire_level,43,tinyint(1),tinyint,YES,"",NULL,"",이전 탈퇴레벨
smap2_db,retire_member_t,mt_rdate,44,datetime,datetime,YES,"",NULL,"",회원탈퇴일시
smap2_db,setup_t,st_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,setup_t,st_agree1,2,varchar(255),varchar,YES,"",NULL,"",서비스 이용약관 노션링크
smap2_db,setup_t,st_agree2,3,varchar(255),varchar,YES,"",NULL,"",개인정보취급방침 노션링크
smap2_db,setup_t,st_agree3,4,varchar(255),varchar,YES,"",NULL,"",위치기반서비스 이용약관 노션링크
smap2_db,setup_t,st_agree4,5,varchar(255),varchar,YES,"",NULL,"",개인정보 제3자 제공 노션링크
smap2_db,setup_t,st_agree5,6,varchar(255),varchar,YES,"",NULL,"",마케팅정보수집 노션링크
smap2_db,setup_t,st_agree6,7,varchar(255),varchar,YES,"",NULL,"",메뉴얼
smap2_db,setup_t,st_company_boss,8,varchar(50),varchar,YES,"",NULL,"",대표자
smap2_db,setup_t,st_company_num1,9,varchar(20),varchar,YES,"",NULL,"",사업자등록번호
smap2_db,setup_t,st_company_num2,10,varchar(20),varchar,YES,"",NULL,"",통신판매업 신고번호
smap2_db,setup_t,st_company_name,11,varchar(100),varchar,YES,"",NULL,"",회사명
smap2_db,setup_t,st_company_zip,12,varchar(10),varchar,YES,"",NULL,"",회사우편번호
smap2_db,setup_t,st_company_add1,13,varchar(200),varchar,YES,"",NULL,"",회사주소
smap2_db,setup_t,st_company_add2,14,varchar(200),varchar,YES,"",NULL,"",회사상세주소
smap2_db,setup_t,st_privacy_admin,15,varchar(50),varchar,YES,"",NULL,"",개인정보책임관리자
smap2_db,setup_t,st_customer_tel,16,varchar(20),varchar,YES,"",NULL,"",고객센터 전화
smap2_db,setup_t,st_customer_email,17,varchar(100),varchar,YES,"",NULL,"",고객센터 이메일
smap2_db,setup_t,st_customer_time,18,varchar(100),varchar,YES,"",NULL,"",고객센터 운영시간
smap2_db,setup_t,st_app_version_aos,19,varchar(10),varchar,YES,"",NULL,"",앱버전 안드로이드
smap2_db,setup_t,st_app_version_ios,20,varchar(10),varchar,YES,"",NULL,"",앱버전 아이폰
smap2_db,setup_t,st_app_version_aos_chk,21,"enum('Y','N')",enum,YES,"",'N',"","앱업데이트 강제여부 Y:강제, N:선택"
smap2_db,setup_t,st_app_version_ios_chk,22,"enum('Y','N')",enum,YES,"",'N',"","앱업데이트 강제여부 Y:강제, N:선택"
smap2_db,smap_ad_log_t,salt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_ad_log_t,mt_idx,2,int(11),int,YES,"",NULL,"",회원 idx
smap2_db,smap_ad_log_t,log_count,3,int(11),int,YES,"","0","",로그 사용횟수
smap2_db,smap_ad_log_t,path_count,4,int(11),int,YES,"","0","",최적경로 사용횟수
smap2_db,smap_ad_log_t,salt_date,5,date,date,YES,"",NULL,"",광고 일
smap2_db,smap_ad_log_t,salt_wdate,6,datetime,datetime,YES,"",NULL,"",광고로그 사용일
smap2_db,smap_ad_log_t,salt_udate,7,datetime,datetime,YES,"",NULL,"",광고로그 업데이트일
smap2_db,smap_contact_t,sct_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_contact_t,sst_idx,2,int(11),int,YES,MUL,NULL,"",일정idx
smap2_db,smap_contact_t,mt_idx,3,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_contact_t,sct_category,4,varchar(50),varchar,YES,MUL,NULL,"",카테고리
smap2_db,smap_contact_t,sct_title,5,varchar(50),varchar,YES,MUL,NULL,"",제목
smap2_db,smap_contact_t,sct_hp,6,varchar(50),varchar,YES,MUL,NULL,"",연락처
smap2_db,smap_contact_t,sct_wdate,7,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_group_detail_t,sgdt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_group_detail_t,sgt_idx,2,int(11),int,YES,MUL,NULL,"",그룹idx
smap2_db,smap_group_detail_t,mt_idx,3,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_group_detail_t,sgdt_owner_chk,4,"enum('Y','N')",enum,YES,MUL,'N',"",오너여부
smap2_db,smap_group_detail_t,sgdt_leader_chk,5,"enum('Y','N')",enum,YES,MUL,'N',"",리더여부 
smap2_db,smap_group_detail_t,sgdt_discharge,6,"enum('Y','N')",enum,YES,MUL,'N',"",방출 여부
smap2_db,smap_group_detail_t,sgdt_group_chk,7,"enum('Y','N','D')",enum,YES,MUL,'D',"",그룹활동기한 설정 여부
smap2_db,smap_group_detail_t,sgdt_exit,8,"enum('Y','N')",enum,YES,MUL,'N',"",나가기여부
smap2_db,smap_group_detail_t,sgdt_show,9,"enum('Y','N')",enum,YES,MUL,'Y',"",노출여부 삭제하면 N
smap2_db,smap_group_detail_t,sgdt_push_chk,10,"enum('Y','N')",enum,YES,MUL,'Y',"",그룹 알림 받기여부 N이면 안받음
smap2_db,smap_group_detail_t,sgdt_wdate,11,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_group_detail_t,sgdt_udate,12,datetime,datetime,YES,"",NULL,"",수정일시
smap2_db,smap_group_detail_t,sgdt_ddate,13,datetime,datetime,YES,"",NULL,"",방출일시
smap2_db,smap_group_detail_t,sgdt_xdate,14,datetime,datetime,YES,"",NULL,"",나가기 일시
smap2_db,smap_group_detail_t,sgdt_adate,15,datetime,datetime,YES,"",NULL,"",그룹활동기한 일시
smap2_db,smap_group_personal_t,sgpt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_group_personal_t,mt_idx,2,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_group_personal_t,sgt_idx,3,int(11),int,YES,MUL,NULL,"",그룹상세idx
smap2_db,smap_group_personal_t,sgdt_json,4,text,text,YES,"",NULL,"","그룹상세 json데이터 표시이름, 진열순서, sgdt_idx"
smap2_db,smap_group_personal_t,sgpt_wdate,5,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_group_t,sgt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_group_t,mt_idx,2,int(11),int,YES,MUL,NULL,"",오너 회원idx
smap2_db,smap_group_t,sgt_title,3,varchar(50),varchar,YES,MUL,NULL,"",그룹명
smap2_db,smap_group_t,sgt_code,4,varchar(10),varchar,YES,MUL,NULL,"",그룹초대코드
smap2_db,smap_group_t,sgt_show,5,"enum('Y','N')",enum,YES,MUL,'Y',"",그룹노출여부 삭제시 N
smap2_db,smap_group_t,sgt_wdate,6,datetime,datetime,YES,"",NULL,"",그룹등록일시
smap2_db,smap_group_t,sgt_udate,7,datetime,datetime,YES,MUL,NULL,"",그룹수정일시
smap2_db,smap_group_t_back,sgt_idx,1,int(11),int,NO,"","0","",""
smap2_db,smap_group_t_back,mt_idx,2,int(11),int,YES,"",NULL,"",오너 회원idx
smap2_db,smap_group_t_back,sgt_title,3,varchar(50),varchar,YES,"",NULL,"",그룹명
smap2_db,smap_group_t_back,sgt_code,4,varchar(10),varchar,YES,"",NULL,"",그룹초대코드
smap2_db,smap_group_t_back,sgt_show,5,"enum('Y','N')",enum,YES,"",'Y',"",그룹노출여부 삭제시 N
smap2_db,smap_group_t_back,sgt_wdate,6,datetime,datetime,YES,"",NULL,"",그룹등록일시
smap2_db,smap_group_t_back,sgt_udate,7,datetime,datetime,YES,"",NULL,"",그룹수정일시
smap2_db,smap_invite_t,sit_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_invite_t,mt_idx,2,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_invite_t,sgt_idx,3,int(11),int,YES,MUL,NULL,"",그룹idx
smap2_db,smap_invite_t,sit_code,4,varchar(20),varchar,YES,MUL,NULL,"",초대코드
smap2_db,smap_invite_t,sit_status,5,tinyint(1),tinyint,YES,MUL,NULL,"","상태 1:초대코드발급, 2:초대코드전달, 3:초대완료 4: 만료"
smap2_db,smap_invite_t,sit_wdate,6,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_invite_t,sit_adate,7,datetime,datetime,YES,"",NULL,"",초대완료일시
smap2_db,smap_invite_t,sit_ddate,8,datetime,datetime,YES,"",NULL,"",만료일시
smap2_db,smap_loadpath_log_t,sllt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_loadpath_log_t,mt_idx,2,int(11),int,YES,"",NULL,"",회원 idx
smap2_db,smap_loadpath_log_t,sgdt_idx,3,int(11),int,YES,"",NULL,"",그룹상세 idx
smap2_db,smap_loadpath_log_t,sllt_json_text,4,longtext,longtext,YES,"",NULL,"",최적경로 json 값
smap2_db,smap_loadpath_log_t,sllt_json_walk,5,longtext,longtext,YES,"",NULL,"",최적경로 예상소요시간 json 값
smap2_db,smap_loadpath_log_t,sllt_schedule_count,6,int(11),int,YES,"",NULL,"",해당 일 일정 개수
smap2_db,smap_loadpath_log_t,sllt_date,7,date,date,YES,"",NULL,"",최적경로 일
smap2_db,smap_loadpath_log_t,sllt_wdate,8,datetime,datetime,YES,"",NULL,"",최적경로사용일
smap2_db,smap_loadpath_log_t,sllt_language,9,varchar(2),varchar,YES,"",'ko',"",""
smap2_db,smap_location_member_t,slmt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_location_member_t,mt_idx,2,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_location_member_t,sgdt_idx,3,int(11),int,YES,MUL,NULL,"",그룹상세idx
smap2_db,smap_location_member_t,sgdt_mt_idx,4,int(11),int,YES,MUL,NULL,"",그룹상테 회원idx
smap2_db,smap_location_member_t,slmt_wdate,5,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_location_t,slt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_location_t,insert_mt_idx,2,int(11),int,YES,"",NULL,"",등록 회원 idx
smap2_db,smap_location_t,mt_idx,3,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_location_t,sgt_idx,4,int(11),int,YES,"",NULL,"",그룹idx
smap2_db,smap_location_t,sgdt_idx,5,int(11),int,YES,"",NULL,"",그룹상세idx
smap2_db,smap_location_t,slt_title,6,varchar(50),varchar,YES,MUL,NULL,"",위치명
smap2_db,smap_location_t,slt_add,7,varchar(100),varchar,YES,MUL,NULL,"",주소
smap2_db,smap_location_t,slt_lat,8,"decimal(16,14)",decimal,YES,"",NULL,"",gps lat
smap2_db,smap_location_t,slt_long,9,"decimal(17,14)",decimal,YES,"",NULL,"",gps long
smap2_db,smap_location_t,slt_show,10,"enum('Y','N')",enum,YES,MUL,'Y',"",노출여부 삭제시 N
smap2_db,smap_location_t,slt_enter_chk,11,"enum('Y','N')",enum,YES,"",'N',"",진입여부
smap2_db,smap_location_t,slt_enter_alarm,12,"enum('Y','N')",enum,YES,"",'Y',"",진입알람체크 Y:알람 N:알람안옴
smap2_db,smap_location_t,slt_wdate,13,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_location_t,slt_udate,14,datetime,datetime,YES,"",NULL,"",수정일시
smap2_db,smap_location_t,slt_ddate,15,datetime,datetime,YES,"",NULL,"",삭제일시
smap2_db,smap_main_data_t,smdt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_main_data_t,mt_idx,2,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_main_data_t,smdt_speed,3,float,float,YES,"",NULL,"",이동중일때 속도 km/h
smap2_db,smap_main_data_t,smdt_location,4,varchar(50),varchar,YES,"",NULL,"",체류중일때 위치명 없다면 '-' 현재위치에서 100m 이내면
smap2_db,smap_main_data_t,smdt_add,5,varchar(100),varchar,YES,"",NULL,"",현재위치 주소
smap2_db,smap_main_data_t,smdt_arrive,6,varchar(10),varchar,YES,"",NULL,"","현재위치 도착함, 도착예정"
smap2_db,smap_main_data_t,smdt_arrive_time,7,varchar(10),varchar,YES,"",NULL,"","도착시간 오전,오후 10:20"
smap2_db,smap_main_data_t,smdt_next_arrive,8,varchar(10),varchar,YES,"",NULL,"","다음위치 도착함, 도착예정"
smap2_db,smap_main_data_t,smdt_next_add,9,varchar(100),varchar,YES,"",NULL,"",다음위치 주소
smap2_db,smap_main_data_t,smdt_next_time,10,varchar(10),varchar,YES,"",NULL,"",다음위치 도착예정시간 도착함 위치에서 다음위치까지 도보이동 계산
smap2_db,smap_main_data_t,smdt_wdate,11,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_schedule_t,sst_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,smap_schedule_t,sst_pidx,2,int(11),int,YES,MUL,NULL,"",기준 idx
smap2_db,smap_schedule_t,mt_idx,3,int(11),int,YES,MUL,NULL,"",회원idx
smap2_db,smap_schedule_t,sst_title,4,varchar(100),varchar,YES,MUL,NULL,"",일정내용
smap2_db,smap_schedule_t,sst_sdate,5,datetime,datetime,YES,MUL,NULL,"",시작일시
smap2_db,smap_schedule_t,sst_edate,6,datetime,datetime,YES,"",NULL,"",마감일시
smap2_db,smap_schedule_t,sst_sedate,7,varchar(100),varchar,YES,"",NULL,"",시작마감일시
smap2_db,smap_schedule_t,sst_all_day,8,"enum('Y','N')",enum,YES,MUL,'Y',"",하루종일 체크 Y:하루종일
smap2_db,smap_schedule_t,sst_repeat_json,9,varchar(200),varchar,YES,MUL,NULL,"",반복 json
smap2_db,smap_schedule_t,sst_repeat_json_v,10,varchar(200),varchar,YES,"",NULL,"",반복
smap2_db,smap_schedule_t,sgt_idx,11,int(11),int,YES,MUL,NULL,"",그룹idx
smap2_db,smap_schedule_t,sgdt_idx,12,int(11),int,YES,MUL,NULL,"",그룹원중 1명 선택된 그룹상세idx
smap2_db,smap_schedule_t,sgdt_idx_t,13,varchar(100),varchar,YES,"",NULL,"",그룹원상세
smap2_db,smap_schedule_t,sst_alram,14,tinyint(1),tinyint,YES,MUL,NULL,"","알림 1:시작전, 2:10분전, 3:1시간전, 4:1일전"
smap2_db,smap_schedule_t,sst_alram_t,15,varchar(100),varchar,YES,"",NULL,"",알림
smap2_db,smap_schedule_t,sst_adate,16,datetime,datetime,YES,"",NULL,"",알림일시
smap2_db,smap_schedule_t,slt_idx,17,int(11),int,YES,MUL,NULL,"",위치idx
smap2_db,smap_schedule_t,slt_idx_t,18,varchar(100),varchar,YES,"",NULL,"",위치
smap2_db,smap_schedule_t,sst_location_title,19,varchar(50),varchar,YES,MUL,NULL,"",위치명
smap2_db,smap_schedule_t,sst_location_add,20,varchar(100),varchar,YES,MUL,NULL,"",위치 주소(도로명)
smap2_db,smap_schedule_t,sst_location_lat,21,"decimal(16,14)",decimal,YES,MUL,NULL,"",위치 gps lat 위도
smap2_db,smap_schedule_t,sst_location_long,22,"decimal(17,14)",decimal,YES,MUL,NULL,"",위치 gps long 경도
smap2_db,smap_schedule_t,sst_supplies,23,varchar(200),varchar,YES,"",NULL,"",준비물 100자
smap2_db,smap_schedule_t,sst_memo,24,text,text,YES,"",NULL,"",메모 500자
smap2_db,smap_schedule_t,sst_show,25,"enum('Y','N')",enum,YES,MUL,'Y',"",노출여부 삭제시 N
smap2_db,smap_schedule_t,sst_location_alarm,26,tinyint(1),tinyint,YES,MUL,"4","",위치알림 1:진입알림 2:이탈알림 3:위치알림 안함 4:둘다체크
smap2_db,smap_schedule_t,sst_schedule_alarm_chk,27,"enum('Y','N')",enum,YES,MUL,'Y',"",일정알림 여부 체크 Y:일정알림 N:알림X
smap2_db,smap_schedule_t,sst_pick_type,28,varchar(20),varchar,YES,MUL,NULL,"","일정알림 타입(minute,hour,day)"
smap2_db,smap_schedule_t,sst_pick_result,29,int(11),int,YES,MUL,NULL,"",일정알림 결과
smap2_db,smap_schedule_t,sst_schedule_alarm,30,datetime,datetime,YES,MUL,NULL,"",일정알림시간
smap2_db,smap_schedule_t,sst_update_chk,31,varchar(10),varchar,YES,MUL,NULL,"",수정권한 1:오너 2:리더 3:그룹원
smap2_db,smap_schedule_t,sst_wdate,32,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_schedule_t,sst_udate,33,datetime,datetime,YES,"",NULL,"",수정일시
smap2_db,smap_schedule_t,sst_ddate,34,datetime,datetime,YES,"",NULL,"",삭제일시
smap2_db,smap_schedule_t,sst_in_chk,35,"enum('Y','N')",enum,YES,MUL,'N',"",진입 여부(Y:진입 N:이탈)
smap2_db,smap_schedule_t,sst_schedule_chk,36,"enum('Y','N')",enum,YES,MUL,'N',"","스케줄 알림 체크여부 (Y: 알림 전송, N 알림 미전송)"
smap2_db,smap_schedule_t,sst_entry_cnt,37,int(1),int,YES,"","0","",진입발송카운트
smap2_db,smap_schedule_t,sst_exit_cnt,38,int(1),int,YES,"","0","",이탈발송카운트
smap2_db,smap_schedule_t_back,sst_idx,1,int(11),int,NO,"","0","",""
smap2_db,smap_schedule_t_back,sst_pidx,2,int(11),int,YES,"",NULL,"",기준 idx
smap2_db,smap_schedule_t_back,mt_idx,3,int(11),int,YES,"",NULL,"",회원idx
smap2_db,smap_schedule_t_back,sst_title,4,varchar(100),varchar,YES,"",NULL,"",일정내용
smap2_db,smap_schedule_t_back,sst_sdate,5,datetime,datetime,YES,"",NULL,"",시작일시
smap2_db,smap_schedule_t_back,sst_edate,6,datetime,datetime,YES,"",NULL,"",마감일시
smap2_db,smap_schedule_t_back,sst_sedate,7,varchar(100),varchar,YES,"",NULL,"",시작마감일시
smap2_db,smap_schedule_t_back,sst_all_day,8,"enum('Y','N')",enum,YES,"",'Y',"",하루종일 체크 Y:하루종일
smap2_db,smap_schedule_t_back,sst_repeat_json,9,varchar(200),varchar,YES,"",NULL,"",반복 json
smap2_db,smap_schedule_t_back,sst_repeat_json_v,10,varchar(200),varchar,YES,"",NULL,"",반복
smap2_db,smap_schedule_t_back,sgt_idx,11,int(11),int,YES,"",NULL,"",그룹idx
smap2_db,smap_schedule_t_back,sgdt_idx,12,int(11),int,YES,"",NULL,"",그룹원중 1명 선택된 그룹상세idx
smap2_db,smap_schedule_t_back,sgdt_idx_t,13,varchar(100),varchar,YES,"",NULL,"",그룹원상세
smap2_db,smap_schedule_t_back,sst_alram,14,tinyint(1),tinyint,YES,"",NULL,"","알림 1:시작전, 2:10분전, 3:1시간전, 4:1일전"
smap2_db,smap_schedule_t_back,sst_alram_t,15,varchar(100),varchar,YES,"",NULL,"",알림
smap2_db,smap_schedule_t_back,sst_adate,16,datetime,datetime,YES,"",NULL,"",알림일시
smap2_db,smap_schedule_t_back,slt_idx,17,int(11),int,YES,"",NULL,"",위치idx
smap2_db,smap_schedule_t_back,slt_idx_t,18,varchar(100),varchar,YES,"",NULL,"",위치
smap2_db,smap_schedule_t_back,sst_location_title,19,varchar(50),varchar,YES,"",NULL,"",위치명
smap2_db,smap_schedule_t_back,sst_location_add,20,varchar(100),varchar,YES,"",NULL,"",위치 주소(도로명)
smap2_db,smap_schedule_t_back,sst_location_lat,21,"decimal(16,14)",decimal,YES,"",NULL,"",위치 gps lat 위도
smap2_db,smap_schedule_t_back,sst_location_long,22,"decimal(17,14)",decimal,YES,"",NULL,"",위치 gps long 경도
smap2_db,smap_schedule_t_back,sst_supplies,23,varchar(200),varchar,YES,"",NULL,"",준비물 100자
smap2_db,smap_schedule_t_back,sst_memo,24,text,text,YES,"",NULL,"",메모 500자
smap2_db,smap_schedule_t_back,sst_show,25,"enum('Y','N')",enum,YES,"",'Y',"",노출여부 삭제시 N
smap2_db,smap_schedule_t_back,sst_location_alarm,26,tinyint(1),tinyint,YES,"","4","",위치알림 1:진입알림 2:이탈알림 3:위치알림 안함 4:둘다체크
smap2_db,smap_schedule_t_back,sst_schedule_alarm_chk,27,"enum('Y','N')",enum,YES,"",'Y',"",일정알림 여부 체크 Y:일정알림 N:알림X
smap2_db,smap_schedule_t_back,sst_pick_type,28,varchar(20),varchar,YES,"",NULL,"","일정알림 타입(minute,hour,day)"
smap2_db,smap_schedule_t_back,sst_pick_result,29,int(11),int,YES,"",NULL,"",일정알림 결과
smap2_db,smap_schedule_t_back,sst_schedule_alarm,30,datetime,datetime,YES,"",NULL,"",일정알림시간
smap2_db,smap_schedule_t_back,sst_update_chk,31,varchar(10),varchar,YES,"",NULL,"",수정권한 1:오너 2:리더 3:그룹원
smap2_db,smap_schedule_t_back,sst_wdate,32,datetime,datetime,YES,"",NULL,"",등록일시
smap2_db,smap_schedule_t_back,sst_udate,33,datetime,datetime,YES,"",NULL,"",수정일시
smap2_db,smap_schedule_t_back,sst_ddate,34,datetime,datetime,YES,"",NULL,"",삭제일시
smap2_db,smap_schedule_t_back,sst_in_chk,35,"enum('Y','N')",enum,YES,"",'N',"",진입 여부(Y:진입 N:이탈)
smap2_db,smap_schedule_t_back,sst_schedule_chk,36,"enum('Y','N')",enum,YES,"",'N',"","스케줄 알림 체크여부 (Y: 알림 전송, N 알림 미전송)"
smap2_db,smap_schedule_t_back,sst_entry_cnt,37,int(1),int,YES,"",NULL,"",진입발송카운트
smap2_db,smap_schedule_t_back,sst_exit_cnt,38,int(1),int,YES,"",NULL,"",이탈발송카운트
smap2_db,sms_log_t,slt_idx,1,int(11),int,NO,PRI,,auto_increment,""
smap2_db,sms_log_t,slt_hp,2,varchar(20),varchar,YES,"",NULL,"",수신전화번호
smap2_db,sms_log_t,slt_msg,3,varchar(255),varchar,YES,"",NULL,"",메시지 내용
smap2_db,sms_log_t,slt_number,4,varchar(10),varchar,YES,"",NULL,"",인증번호
smap2_db,sms_log_t,slt_code,5,float,float,YES,"",NULL,"",결과코드 1성공
smap2_db,sms_log_t,slt_result,6,text,text,YES,"",NULL,"",리턴값 json
smap2_db,sms_log_t,slt_request_time,7,varchar(20),varchar,YES,"",NULL,"",만료시간
smap2_db,sms_log_t,slt_wdate,8,datetime,datetime,YES,"",NULL,"",발송일
